gora_id;pot_id;izhodisce;sirina_dolzina;cilj;ime_poti;cas_hoje;dolzina_km;zahtevnost;ferata;visinska_razlika_m;visinska_razlika_po_poti_m;zemljevid;oprema_poletje;oprema_zima;ogledi;stevilo_slik;stevilo_komentarjev;povezava
2335;8355;Kamnica (avtobusna postaja odcep Urban) (295 m);46,58726°N 15,61659°E;Sv. Urban nad Mariborom (595 m);;1 h;;lahka označena pot;;300;330;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;2290;38;0;https://www.hribi.net/izlet/kamnica_avtobusna_postaja_odcep_urban_sv_urban_nad_mariborom/162/2335/8355
2335;8356;Rošpoh (kapelica ob avtobusni postaji) (340 m);46,60162°N 15,62118°E;Sv. Urban nad Mariborom (595 m);;30 min;;lahka označena pot;;255;255;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;1520;25;0;https://www.hribi.net/izlet/rospoh_kapelica_ob_avtobusni_postaji_sv_urban_nad_mariborom/162/2335/8356
2335;8417;Šober (Log) (478 m);46,61780°N 15,57831°E;Sv. Urban nad Mariborom (595 m);;55 min;;lahka označena pot;;117;140;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 748;748;30;0;https://www.hribi.net/izlet/sober_log_sv_urban_nad_mariborom/162/2335/8417
2335;8698;Zgornja Kungota (299 m);46,63858°N 15,61185°E;Sv. Urban nad Mariborom (595 m);;1 h 40 min;;lahka označena pot;;296;350;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;601;47;0;https://www.hribi.net/izlet/zgornja_kungota_sv_urban_nad_mariborom/162/2335/8698
2335;8422;Kozjak nad Pesnico (267 m);46,63104°N 15,62633°E;Sv. Urban nad Mariborom (595 m);;1 h 35 min;;lahka označena pot;;328;370;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 511;511;35;0;https://www.hribi.net/izlet/kozjak_nad_pesnico_sv_urban_nad_mariborom/162/2335/8422
2336;4824;Krka (285 m);45,88090°N 14,77700°E;Ciganov vrh (Korinjski hrib) (731 m);del krožne poti Prijetno domače;1 h 45 min;;lahka označena pot;;446;446;http://www.prijetnodomace.si/wp-content/uploads/2013/03/PD-WebKarta1.jpg;Priporočena oprema (zima):;Avtor: Lanchy23;6483;0;1;https://www.hribi.net/izlet/krka_ciganov_vrh_korinjski_hrib_del_krozne_poti_prijetno_domace/25/2336/4824
2337;4827;Štore (240 m);46,22130°N 15,32150°E;Sv. Lovrenc (Kompole) (315 m);;30 min;;lahka označena pot;;75;95;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2585;15;4;https://www.hribi.net/izlet/store_sv_lovrenc_kompole/25/2337/4827
2337;5215;Štore (240 m);46,22130°N 15,32150°E;Sv. Lovrenc (Kompole) (315 m);po poti  na Resevno;40 min;;lahka označena pot;;75;95;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1220;17;2;https://www.hribi.net/izlet/store_sv_lovrenc_kompole_po_poti__na_resevno/25/2337/5215
2338;4833;Celje (241 m);;Vrunčev dom na Svetini (780 m);;3 h 15 min;;lahka označena pot;;539;780;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: bruny;5306;48;0;https://www.hribi.net/izlet/celje_vruncev_dom_na_svetini/25/2338/4833
2338;4832;Štore (240 m);46,22130°N 15,32150°E;Vrunčev dom na Svetini (780 m);čez Žlajfo;1 h 30 min;;lahka označena pot;;540;580;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2798;34;0;https://www.hribi.net/izlet/store_vruncev_dom_na_svetini_cez_zlajfo/25/2338/4832
2338;4835;Štore (240 m);46,22130°N 15,32150°E;Vrunčev dom na Svetini (780 m);čez Kompole in Šentjanž;2 h 15 min;;lahka označena pot;;540;680;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2037;48;0;https://www.hribi.net/izlet/store_vruncev_dom_na_svetini_cez_kompole_in_sentjanz/25/2338/4835
2338;4886;Tremerje (242 m);46,20190°N 15,23620°E;Vrunčev dom na Svetini (780 m);mimo Celjske koče;3 h;;lahka označena pot;;538;740;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1948;45;0;https://www.hribi.net/izlet/tremerje_vruncev_dom_na_svetini_mimo_celjske_koce/25/2338/4886
2338;4989;Štore (260 m);46,22130°N 15,32150°E;Vrunčev dom na Svetini (780 m);čez Resevno in Resje nad Štorami;3 h;;lahka označena pot;;520;960;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1412;76;0;https://www.hribi.net/izlet/store_vruncev_dom_na_svetini_cez_resevno_in_resje_nad_storami/25/2338/4989
2338;8113;Zvodno (300 m);46,20666°N 15,29126°E;Vrunčev dom na Svetini (780 m);skozi Bojanski graben;1 h 30 min;;lahka označena pot;;480;500;Celjska kotlina, 1:50000;Priporočena oprema (zima):;Avtor: zdejan;386;67;0;https://www.hribi.net/izlet/zvodno_vruncev_dom_na_svetini_skozi_bojanski_graben/25/2338/8113
2338;8099;Kozolec (Laška vas - Pečovje)  (316 m);46,21104°N 15,30886°E;Vrunčev dom na Svetini (780 m);skozi Bojanski graben;1 h 20 min;;lahka označena pot;;464;464;Celjska kotlina, 1:50000;Priporočena oprema (zima):;Avtor: zdejan;338;58;0;https://www.hribi.net/izlet/kozolec_laska_vas_-_pecovje__vruncev_dom_na_svetini_skozi_bojanski_graben/25/2338/8099
2338;8088;Kozolec (Laška vas - Pečovje)  (316 m);46,21104°N 15,30886°E;Vrunčev dom na Svetini (780 m);mimo Mirta;1 h 30 min;;lahka označena pot, lahka neoznačena steza;;464;480;Celjska kotlina, 1:50000;Priporočena oprema (zima):;Avtor: zdejan;263;75;0;https://www.hribi.net/izlet/kozolec_laska_vas_-_pecovje__vruncev_dom_na_svetini_mimo_mirta/25/2338/8088
2338;8198;Kozolec (Laška vas - Pečovje)  (316 m);46,21104°N 15,30886°E;Vrunčev dom na Svetini (780 m);mimo Marije;1 h 35 min;;lahka označena pot;;464;480;Celjska kotlina, 1:50000;Priporočena oprema (zima):;Avtor: zdejan;259;65;0;https://www.hribi.net/izlet/kozolec_laska_vas_-_pecovje__vruncev_dom_na_svetini_mimo_marije/25/2338/8198
2339;4838;Staro Volčje (746 m);45,79290°N 14,50860°E;Bloško jezero (748 m);;15 min;1,05 km;lahka označena pot;;2;15;Snežnik 1:50.000;Priporočena oprema (zima):;Ogledov: 10.078;10078;12;0;https://www.hribi.net/izlet/staro_volcje_blosko_jezero/26/2339/4838
2339;5797;Nova vas (719 m);45,77300°N 14,50610°E;Bloško jezero (748 m);;25 min;2,23 km;lahka označena pot;;29;60;Snežnik 1:50.000;Priporočena oprema (zima):;Ogledov: 6.320;6320;23;0;https://www.hribi.net/izlet/nova_vas_blosko_jezero/26/2339/5797
2339;5796;Strmca (788 m);45,80050°N 14,54820°E;Bloško jezero (748 m);;1 h 10 min;4,93 km;lahka označena pot;;;40;Snežnik 1:50.000;Priporočena oprema (zima):;Ogledov: 5.750;5750;32;0;https://www.hribi.net/izlet/strmca_blosko_jezero/26/2339/5796
2339;4836;Zvratnice (752 m);45,78490°N 14,50220°E;Bloško jezero (748 m);;20 min;1,55 km;lahka označena pot;;;15;Snežnik 1:50.000;Priporočena oprema (zima):;Ogledov: 3.158;3158;19;0;https://www.hribi.net/izlet/zvratnice_blosko_jezero/26/2339/4836
2340;4839;Maribor (275 m);46,56400°N 15,64810°E;Sv. Križ (Gaj nad Mariborom) (575 m);po poti čez Kozjak;4 h;12,18 km;lahka označena pot;;300;740;Pohorje 1:50.000;Priporočena oprema (zima):;Avtor: bruny;5926;41;2;https://www.hribi.net/izlet/maribor_sv_kriz_gaj_nad_mariborom_po_poti_cez_kozjak/162/2340/4839
2340;8424;Kozjak nad Pesnico (267 m);46,63104°N 15,62633°E;Sv. Križ (Gaj nad Mariborom) (575 m);;1 h 35 min;6,70 km;lahka označena pot;;308;350;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 459;459;35;0;https://www.hribi.net/izlet/kozjak_nad_pesnico_sv_kriz_gaj_nad_mariborom/162/2340/8424
2340;8380;Šober (Zgornji Tepeh) (478 m);46,61780°N 15,57831°E;Sv. Križ (Gaj nad Mariborom) (575 m);;20 min;1,30 km;lahka označena pot;;97;97;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 434;434;15;0;https://www.hribi.net/izlet/sober_zgornji_tepeh_sv_kriz_gaj_nad_mariborom/162/2340/8380
2341;4842;Maribor (275 m);46,56400°N 15,64810°E;Petnikov vrh (603 m);po poti čez Kozjak;4 h 30 min;13,78 km;lahka označena pot;;328;810;Pohorje 1:50.000;Priporočena oprema (zima):;Avtor: bruny;4599;52;1;https://www.hribi.net/izlet/maribor_petnikov_vrh_po_poti_cez_kozjak/162/2341/4842
2342;5055;Rakitna (789 m);45,89070°N 14,43970°E;Županov vrh (999 m);vzhodna pot;35 min;1,75 km;lahka neoznačena steza;;210;210;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 5.999;5999;31;2;https://www.hribi.net/izlet/rakitna_zupanov_vrh_vzhodna_pot/26/2342/5055
2342;4843;Brancljeva senožet (930 m);45,90840°N 14,45730°E;Županov vrh (999 m);;50 min;2,28 km;lahka neoznačena steza;;69;150;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 3.978;3978;32;0;https://www.hribi.net/izlet/brancljeva_senozet_zupanov_vrh/26/2342/4843
2342;5054;Rakitna (789 m);45,89070°N 14,43970°E;Županov vrh (999 m);zahodna pot;35 min;1,80 km;lahka neoznačena steza;;210;210;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 2.934;2934;31;0;https://www.hribi.net/izlet/rakitna_zupanov_vrh_zahodna_pot/26/2342/5054
2342;4844;Mesnice (806 m);45,90660°N 14,43110°E;Županov vrh (999 m);;1 h;3,61 km;lahka neoznačena steza;;193;193;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 2.379;2379;36;0;https://www.hribi.net/izlet/mesnice_zupanov_vrh/26/2342/4844
2342;5216;Rakitna (789 m);45,89070°N 14,43970°E;Županov vrh (999 m);čez Reber;50 min;2,90 km;lahka neoznačena steza;;210;220;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 2.351;2351;35;0;https://www.hribi.net/izlet/rakitna_zupanov_vrh_cez_reber/26/2342/5216
2342;5213;Mesnice (806 m);45,90660°N 14,43110°E;Županov vrh (999 m);čez Reber;50 min;2,91 km;lahka neoznačena steza;;193;215;Ljubljana - okolica 1:50.000;Priporočena oprema (zima):;Ogledov: 1.464;1464;39;0;https://www.hribi.net/izlet/mesnice_zupanov_vrh_cez_reber/26/2342/5213
2343;4855;Celje (241 m);;Sv. Peter (Olešče) (525 m);;4 h 15 min;;lahka označena pot;;284;890;Posavsko hribovje (Boč - Bohor) 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1954;82;0;https://www.hribi.net/izlet/celje_sv_peter_olesce/25/2343/4855
2343;4849;Štore (240 m);46,22130°N 15,32150°E;Sv. Peter (Olešče) (525 m);čez Žlajfo, Svetino in Petrovo selo;3 h;;lahka označena pot;;285;770;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1849;71;0;https://www.hribi.net/izlet/store_sv_peter_olesce_cez_zlajfo_svetino_in_petrovo_selo/25/2343/4849
2344;4852;Maribor (275 m);46,56400°N 15,64810°E;Samotni bor (426 m);;30 min;;lahka označena pot;;151;165;Pohorje 1:50.000;Priporočena oprema (zima):;Avtor: bruny;4868;25;13;https://www.hribi.net/izlet/maribor_samotni_bor/162/2344/4852
2345;4858;Štore (240 m);46,22130°N 15,32150°E;Lahomniški sopot (325 m);čez Žlajfo, Svetino in Olešče;4 h;;lahka označena pot;;85;800;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;4792;81;2;https://www.hribi.net/izlet/store_lahomniski_sopot_cez_zlajfo_svetino_in_olesce/25/2345/4858
2346;4859;Vrbnik (50 m);45,07530°N 14,67440°E;Sv. Marija Vnebovzeta (Vrbnik) (75 m);;7 min;;lahka označena pot;;25;25;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 1.200;1200;17;0;https://www.hribi.net/izlet/vrbnik_sv_marija_vnebovzeta_vrbnik/63/2346/4859
2349;4861;Gabonjin (224 m);45,11460°N 14,56200°E;Sv. Peter (Gabonjin) / Sv. Petar (Gabonjin) (252 m);;15 min;;lahka označena pot;;28;28;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 1.439;1439;28;0;https://www.hribi.net/izlet/gabonjin_sv_peter_gabonjin___sv_petar_gabonjin/63/2349/4861
2349;4860;Gabonjin (224 m);45,11460°N 14,56200°E;Sv. Peter (Gabonjin) / Sv. Petar (Gabonjin) (252 m);po cesti;20 min;;lahka označena pot;;28;35;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 1.381;1381;26;0;https://www.hribi.net/izlet/gabonjin_sv_peter_gabonjin___sv_petar_gabonjin_po_cesti/63/2349/4860
2350;4864;Ponikva/Hotunje (275 m);46,24970°N 15,43060°E;Sv. Ilija (Spodnje Dramlje) (304 m);mimo Sv. Uršule;1 h 50 min;;lahka označena pot;;29;280;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2141;33;1;https://www.hribi.net/izlet/ponikva_hotunje_sv_ilija_spodnje_dramlje_mimo_sv_ursule/11/2350/4864
2350;7629;Dramlje (318 m);;Sv. Ilija (Spodnje Dramlje) (304 m);;10 min;;lahka označena pot;;;;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: bruny;426;5;4;https://www.hribi.net/izlet/dramlje_sv_ilija_spodnje_dramlje/11/2350/7629
2351;4862;Baška (30 m);44,97210°N 14,75600°E;Sveti Ivan (Baška) (134 m);;15 min;;lahka označena pot;;104;104;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 3.975;3975;25;0;https://www.hribi.net/izlet/baska_sveti_ivan_baska/63/2351/4862
2352;4863;Baška (30 m);44,97210°N 14,75600°E;Mesečev plato / Planina Mjesec (380 m);mimo sv. Ivana;1 h 10 min;;lahka označena pot;;350;350;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 12.786;12786;41;1;https://www.hribi.net/izlet/baska_mesecev_plato___planina_mjesec_mimo_sv_ivana/63/2352/4863
2352;4867;Sveti Ivan (Baška) (134 m);44,97310°N 14,76130°E;Mesečev plato / Planina Mjesec (380 m);;55 min;;lahka označena pot;;246;246;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 3.000;3000;23;1;https://www.hribi.net/izlet/sveti_ivan_baska_mesecev_plato___planina_mjesec/63/2352/4867
2353;4865;Baška (30 m);44,97210°N 14,75600°E;Diviška (471 m);mimo sv. Ivana;2 h 15 min;;lahka označena pot;;441;490;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 5.057;5057;68;1;https://www.hribi.net/izlet/baska_diviska_mimo_sv_ivana/63/2353/4865
2353;4866;Sveti Ivan (Baška) (134 m);44,97310°N 14,76130°E;Diviška (471 m);;2 h;;lahka označena pot;;337;385;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 2.251;2251;50;0;https://www.hribi.net/izlet/sveti_ivan_baska_diviska/63/2353/4866
2354;4873;Ponikva/Hotunje (275 m);46,24970°N 15,43060°E;Sv. Marija Magdalena (Dramlje) (327 m);mimo Sv. Uršule;2 h;;lahka označena pot;;52;325;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1673;37;0;https://www.hribi.net/izlet/ponikva_hotunje_sv_marija_magdalena_dramlje_mimo_sv_ursule/11/2354/4873
2354;7625;Dramlje (318 m);;Sv. Marija Magdalena (Dramlje) (327 m);;5 min;;lahka označena pot;;9;9;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: bruny;353;6;3;https://www.hribi.net/izlet/dramlje_sv_marija_magdalena_dramlje/11/2354/7625
2355;4869;Stara Baška (45 m);44,96140°N 14,68470°E;Zminja (537 m);čez Lipico;2 h 15 min;;lahka označena pot;;492;575;Priporočena oprema (poletje):;Priporočena oprema (zima):;Ogledov: 2.713;2713;52;0;https://www.hribi.net/izlet/stara_baska_zminja_cez_lipico/63/2355/4869
2356;4872;Ponikva/Hotunje (275 m);46,24970°N 15,43060°E;Razborški ribniki (330 m);;45 min;;lahka označena pot;;55;85;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;3501;20;2;https://www.hribi.net/izlet/ponikva_hotunje_razborski_ribniki/11/2356/4872
2357;4875;Ponikva/Hotunje (275 m);46,24970°N 15,43060°E;Partizanska bolnica Zima (290 m);mimo Sv. Uršule in skozi Dramlje;3 h;;lahka označena pot;;15;430;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;3615;60;5;https://www.hribi.net/izlet/ponikva_hotunje_partizanska_bolnica_zima_mimo_sv_ursule_in_skozi_dramlje/11/2357/4875
2358;4889;Bašelj (590 m);46,32100°N 14,40020°E;Gradišče (Pustinjak) (871 m);mimo sv. Lovrenca;1 h 30 min;;lahka označena pot;;281;355;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;3944;67;3;https://www.hribi.net/izlet/baselj_gradisce_pustinjak_mimo_sv_lovrenca/3/2358/4889
2358;4874;Bašelj (590 m);46,32100°N 14,40020°E;Gradišče (Pustinjak) (871 m);;45 min;;lahka označena pot;;281;281;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 3.475;3475;31;0;https://www.hribi.net/izlet/baselj_gradisce_pustinjak/3/2358/4874
2358;4890;Laško (757 m);46,32560°N 14,39690°E;Gradišče (Pustinjak) (871 m);;20 min;;lahka označena pot;;114;131;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 1.974;1974;15;0;https://www.hribi.net/izlet/lasko_gradisce_pustinjak/3/2358/4890
2358;6385;Povlje (710 m);46,32960°N 14,37680°E;Gradišče (Pustinjak) (871 m);;1 h 5 min;;lahka neoznačena steza;;161;210;Karavanke 1:50.000 - osrednji del;Priporočena oprema (zima): cepin, dereze;cepin, dereze;674;44;0;https://www.hribi.net/izlet/povlje_gradisce_pustinjak/3/2358/6385
2358;6384;Babni Vrt (602 m);46,32300°N 14,38270°E;Gradišče (Pustinjak) (871 m);skozi gozd in mimo sv. Lovrenca;1 h 25 min;;lahka neoznačena steza;;269;335;Karavanke 1:50.000 - osrednji del;Priporočena oprema (zima): cepin, dereze;cepin, dereze;603;54;0;https://www.hribi.net/izlet/babni_vrt_gradisce_pustinjak_skozi_gozd_in_mimo_sv_lovrenca/3/2358/6384
2359;5074;Zgornje Poljčane (270 m);;Sveta Lucija nad Studenicami (290 m);;1 h 15 min;;lahka označena pot;;20;140;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2048;43;2;https://www.hribi.net/izlet/zgornje_poljcane_sveta_lucija_nad_studenicami/4/2359/5074
2359;4877;Studenice (260 m);46,29990°N 15,61380°E;Sveta Lucija nad Studenicami (290 m);;20 min;;lahka neoznačena steza;;30;38;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2020;15;3;https://www.hribi.net/izlet/studenice_sveta_lucija_nad_studenicami/4/2359/4877
2359;5103;Zgornje Poljčane (270 m);;Sveta Lucija nad Studenicami (290 m);ob Studeniškem gradu;1 h 35 min;;lahka označena pot;;20;180;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1828;52;2;https://www.hribi.net/izlet/zgornje_poljcane_sveta_lucija_nad_studenicami_ob_studeniskem_gradu/4/2359/5103
2360;4882;Trbovlje (Terezija rov) (333 m);;Sv. Križ (Retje) (520 m);;1 h 10 min;;lahka označena pot;;187;187;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: STANISLAV ROŽANC;1571;0;0;https://www.hribi.net/izlet/trbovlje_terezija_rov_sv_kriz_retje/25/2360/4882
2360;4879;Trbovlje (Sušnik) (256 m);;Sv. Križ (Retje) (520 m);;1 h 15 min;;lahka označena pot;;264;264;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: STANISLAV ROŽANC;1398;0;0;https://www.hribi.net/izlet/trbovlje_susnik_sv_kriz_retje/25/2360/4879
2360;4883;Trbovlje (občina Trbovlje) (284 m);;Sv. Križ (Retje) (520 m);;1 h 30 min;;lahka označena pot;;236;236;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: STANISLAV ROŽANC;835;0;0;https://www.hribi.net/izlet/trbovlje_obcina_trbovlje_sv_kriz_retje/25/2360/4883
2360;4885;Prapretno pri Hrastniku (382 m);;Sv. Križ (Retje) (520 m);;1 h 5 min;;lahka označena pot;;138;138;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: STANISLAV ROŽANC;763;0;0;https://www.hribi.net/izlet/prapretno_pri_hrastniku_sv_kriz_retje/25/2360/4885
2360;4881;Gojda (Jašek III.) (327 m);;Sv. Križ (Retje) (520 m);;55 min;;lahka označena pot;;193;193;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: STANISLAV ROŽANC;675;0;0;https://www.hribi.net/izlet/gojda_jasek_iii_sv_kriz_retje/25/2360/4881
2360;4880;Gojda (Jašek III.) (327 m);;Sv. Križ (Retje) (520 m);lovska pot;40 min;;lahka neoznačena steza;;193;193;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: STANISLAV ROŽANC;602;0;0;https://www.hribi.net/izlet/gojda_jasek_iii_sv_kriz_retje_lovska_pot/25/2360/4880
2361;4894;Mače  (586 m);46,31310°N 14,41870°E;Sv. Miklavž nad Mačami (651 m);;20 min;1,04 km;lahka neoznačena steza;;65;90;Karavanke - osrednji del 1:50.000;Priporočena oprema (zima):;Ogledov: 6.051;6051;23;2;https://www.hribi.net/izlet/mace__sv_miklavz_nad_macami/3/2361/4894
2362;4907;Col (627 m);45,88160°N 14,00100°E;Špiček (Špečk) (986 m);;55 min;2,23 km;lahka neoznačena steza;;359;359;Nanos 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4696;37;1;https://www.hribi.net/izlet/col_spicek_speck/26/2362/4907
2362;4910;Col (627 m);45,88160°N 14,00100°E;Špiček (Špečk) (986 m);čez Križno goro;1 h 10 min;2,84 km;lahka neoznačena steza;;359;370;Nanos 1:50.000;Priporočena oprema (zima):;Ogledov: 3.261;3261;43;0;https://www.hribi.net/izlet/col_spicek_speck_cez_krizno_goro/26/2362/4910
2362;5174;Cenc (850 m);45,90870°N 14,02360°E;Špiček (Špečk) (986 m);;45 min;2,44 km;lahka označena pot;;136;160;Nanos 1:50.000;Priporočena oprema (zima): dereze;dereze;3156;31;0;https://www.hribi.net/izlet/cenc_spicek_speck/26/2362/5174
2363;4909;Col (627 m);45,88160°N 14,00100°E;Križna gora nad Colom (957 m);;55 min;2,28 km;lahka neoznačena steza;;330;335;Nanos 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4834;34;0;https://www.hribi.net/izlet/col_krizna_gora_nad_colom/26/2363/4909
2363;4908;Col (627 m);45,88160°N 14,00100°E;Križna gora nad Colom (957 m);čez Špiček;1 h 10 min;2,80 km;lahka neoznačena steza;;330;370;Nanos 1:50.000;Priporočena oprema (zima): cepin, dereze;cepin, dereze;4543;47;0;https://www.hribi.net/izlet/col_krizna_gora_nad_colom_cez_spicek/26/2363/4908
2364;4936;Studenice (260 m);46,29990°N 15,61380°E;Grilova kapela na Boču (534 m);;2 h;;lahka označena pot;;274;515;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2349;50;1;https://www.hribi.net/izlet/studenice_grilova_kapela_na_bocu/11/2364/4936
2364;5163;Zgornje Poljčane (270 m);;Grilova kapela na Boču (534 m);;2 h 20 min;;lahka označena pot;;264;515;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1632;56;1;https://www.hribi.net/izlet/zgornje_poljcane_grilova_kapela_na_bocu/11/2364/5163
2364;7684;Cerovec pod Bočem (275 m);46,24796°N 15,64616°E;Grilova kapela na Boču (534 m);po cesti;45 min;;lahka označena pot;;259;259;Priporočena oprema (poletje):;Priporočena oprema (zima):;Avtor: edelweiss96;815;18;0;https://www.hribi.net/izlet/cerovec_pod_bocem_grilova_kapela_na_bocu_po_cesti/11/2364/7684
2366;4922;Studenice (260 m);46,29990°N 15,61380°E;Formila na Boču (624 m);po cesti;1 h;;lahka označena pot;;364;390;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2946;24;3;https://www.hribi.net/izlet/studenice_formila_na_bocu_po_cesti/11/2366/4922
2366;4971;Studenice (260 m);46,29990°N 15,61380°E;Formila na Boču (624 m);po cesti in planinski poti iz Makol;1 h 10 min;;lahka označena pot;;364;460;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2418;29;6;https://www.hribi.net/izlet/studenice_formila_na_bocu_po_cesti_in_planinski_poti_iz_makol/11/2366/4971
2366;5065;Zgornje Poljčane (270 m);;Formila na Boču (624 m);po cesti;1 h 20 min;;lahka označena pot;;354;390;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;1965;34;1;https://www.hribi.net/izlet/zgornje_poljcane_formila_na_bocu_po_cesti/11/2366/5065
2366;8680;Makole (255 m);46,31815°N 15,66701°E;Formila na Boču (624 m);;2 h;;lahka označena pot;;369;400;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;231;42;0;https://www.hribi.net/izlet/makole_formila_na_bocu/11/2366/8680
2366;8959;Cerovec pod Bočem (275 m);46,24798°N 15,64607°E;Formila na Boču (624 m);;2 h 5 min;;lahka označena pot;;349;495;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;119;63;0;https://www.hribi.net/izlet/cerovec_pod_bocem_formila_na_bocu/11/2366/8959
2366;9635;Okrepčevalnica Zelena dolina (360 m);46,27435°N 15,69302°E;Formila na Boču (624 m);;2 h 30 min;;lahka označena pot;;264;530;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;89;60;0;https://www.hribi.net/izlet/okrepcevalnica_zelena_dolina_formila_na_bocu/11/2366/9635
2366;9643;Brzika (380 m);46,26720°N 15,71248°E;Formila na Boču (624 m);;3 h;;lahka označena pot;;244;565;Priporočena oprema (poletje):;Priporočena oprema (zima): cepin, dereze;cepin, dereze;75;69;0;https://www.hribi.net/izlet/brzika_formila_na_bocu/11/2366/9643
2367;4933;Studenice (260 m);46,29990°N 15,61380°E;Partizanska bolnica na Formili/Boču (630 m);po cesti;1 h 5 min;;lahka označena pot;;370;400;Posavsko hribovje Boč - Bohor 1:50.000;Priporočena oprema (zima):;Avtor: bruny;2482;29;2;https://www.hribi.net/izlet/studenice_partizanska_bolnica_na_formili_bocu_po_cesti/11/2367/4933
